date,asset_downloads,sha512sum_downloads
2025-10-31,2146,13038
2025-11-01,3602,44165
2025-11-02,6683,76589
2025-11-03,14356,121540
2025-11-04,20772,168992
2025-11-05,26467,218066
2025-11-06,30861,267433
2025-11-07,33579,313541
2025-11-08,34447,353274
2025-11-09,36602,392894
2025-11-10,40522,441036
2025-11-11,43724,488758
2025-11-12,47146,537049
2025-11-13,50090,584530
2025-11-14,52002,630173
2025-11-15,52537,670877
2025-11-16,53967,712283
2025-11-17,56932,762000
2025-11-18,59290,793612
2025-11-19,61691,827869
2025-11-20,63452,851345
2025-11-21,64865,875705
2025-11-22,65305,900464
2025-11-23,66065,928332
2025-11-24,67694,949007
2025-11-25,69472,979086
2025-11-26,71028,1017904
2025-11-27,72089,1059469
2025-11-28,72683,1080566
2025-11-29,72855,1084127
2025-11-30,73532,1101194
2025-12-01,74852,1126844
2025-12-02,75754,1140521
2025-12-03,76952,1170128
2025-12-04,78092,1209110
2025-12-05,78858,1247678
2025-12-06,79067,1279731
2025-12-07,79579,1314057
2025-12-08,80666,1350713
2025-12-09,81821,1388554
2025-12-10,82778,1430336
2025-12-11,83387,1449119
2025-12-12,83388,1449119
2025-12-13,83389,1449119
2025-12-14,83390,1449119
2025-12-15,83391,1449119
2025-12-16,83392,1449119
2025-12-17,83393,1449119
2025-12-18,83394,1449119
2025-12-19,83395,1449119
2025-12-20,83396,1449119
2025-12-21,83397,1449119
2025-12-22,83398,1449119
2025-12-23,83400,1449119
2025-12-24,83401,1449119
2025-12-25,83402,1449119
2025-12-26,83403,1449119
2025-12-27,83404,1449119
2025-12-28,83405,1449119
2025-12-29,83407,1449119
2025-12-30,83408,1449119
2025-12-31,83409,1449119
2026-01-01,83410,1449119
2026-01-02,83411,1449119
2026-01-03,83412,1449119
2026-01-04,83413,1449119
2026-01-05,83414,1449119
2026-01-06,83415,1449119
2026-01-07,83417,1449120
2026-01-08,83418,1449120
2026-01-09,83419,1449120
2026-01-10,83420,1449120
2026-01-11,83421,1449120
2026-01-12,83422,1449120
2026-01-13,83423,1449120
2026-01-14,83424,1449120
2026-01-15,83425,1449120
2026-01-16,83425,1449120
2026-01-17,83426,1449120
2026-01-18,83427,1449120
2026-01-19,83428,1449120
2026-01-20,83429,1449120
2026-01-21,83430,1449120
2026-01-22,83431,1449120
2026-01-23,83432,1449120
2026-01-24,83433,1449120
2026-01-25,83434,1449120
2026-01-26,83436,1449121
2026-01-27,83437,1449121
2026-01-28,83438,1449121
2026-01-29,83439,1449121
2026-01-30,83441,1449122
2026-01-31,83442,1449123
2026-02-01,83447,1449124
2026-02-02,83450,1449126
2026-02-03,83452,1449127
2026-02-04,83453,1449127
2026-02-05,83454,1449127
2026-02-06,83456,1449127
2026-02-07,83457,1449127
2026-02-08,83458,1449128
2026-02-09,83459,1449128
2026-02-10,83460,1449128
2026-02-15,83465,1449128
2026-02-16,83466,1449128
2026-02-17,83467,1449128
2026-02-18,83470,1449128
2026-02-19,83471,1449128
2026-02-20,83472,1449128
2026-02-21,83473,1449128
2026-02-22,83474,1449128
2026-02-23,83475,1449128
2026-02-24,83476,1449128
2026-02-25,83477,1449128
2026-02-26,83478,1449128
2026-02-27,83479,1449128
2026-02-28,83480,1449128
2026-03-01,83481,1449128
2026-03-02,83482,1449128
2026-03-03,83483,1449128
2026-03-04,83485,1449129
2026-03-05,83486,1449129
2026-03-06,83487,1449129
2026-03-07,83488,1449129
2026-03-08,83489,1449129
2026-03-09,83490,1449129
2026-03-10,83491,1449129
2026-03-11,83492,1449129
2026-03-12,83493,1449129
2026-03-13,83493,1449129
2026-03-14,83494,1449129
2026-03-15,83495,1449129
2026-03-16,83496,1449129
2026-03-17,83497,1449129
2026-03-18,83497,1449129
2026-03-19,83497,1449129
2026-03-20,83498,1449129
2026-03-21,83499,1449129
2026-03-22,83499,1449129
2026-03-23,83500,1449129
2026-03-24,83501,1449129
2026-03-25,83502,1449129
2026-03-26,83504,1449129
2026-03-27,83504,1449129
2026-03-28,83504,1449129
2026-03-29,83504,1449129
2026-03-30,83504,1449129
2026-03-31,83504,1449129
2026-04-01,83504,1449129
2026-04-02,83504,1449129
2026-04-03,83504,1449129
2026-04-04,83504,1449129
2026-04-05,83504,1449129
2026-04-06,83504,1449129
2026-04-07,83504,1449129
2026-04-08,83504,1449129
2026-04-09,83504,1449129
2026-04-10,83504,1449129
2026-04-11,83504,1449129
2026-04-12,83504,1449129
2026-04-13,83505,1449129
2026-04-14,83505,1449130
2026-04-15,83505,1449130
2026-04-16,83505,1449130
2026-04-17,83505,1449130
2026-04-18,83505,1449130
2026-04-19,83505,1449130
2026-04-20,83505,1449130
2026-04-21,83505,1449130
2026-04-22,83505,1449130
2026-04-23,83506,1449130
2026-04-24,83506,1449130
2026-04-25,83506,1449130
2026-04-26,83506,1449130
2026-04-27,83506,1449130
2026-04-28,83506,1449130
2026-04-29,83506,1449130
2026-04-30,83506,1449130
2026-05-01,83506,1449130
2026-05-02,83506,1449130
2026-05-03,83506,1449130
2026-05-04,83506,1449130
2026-05-05,83506,1449130
2026-05-06,83506,1449130
2026-05-07,83506,1449130
2026-05-08,83506,1449130
2026-05-09,83506,1449130
2026-05-11,83506,1449130
2026-05-12,83506,1449130
2026-05-13,83507,1449131
2026-05-14,83507,1449131
2026-05-15,83507,1449131
2026-05-16,83507,1449131
2026-05-18,83507,1449131
2026-05-19,83507,1449131
2026-05-21,83507,1449131
2026-05-22,83507,1449131
2026-05-23,83507,1449131
2026-05-25,83507,1449131
2026-05-27,83507,1449131
2026-05-28,83507,1449131
2026-05-29,83508,1449131
2026-05-30,83508,1449131
2026-06-01,83508,1449131
2026-06-02,83508,1449131
2026-06-03,83508,1449131
2026-06-04,83508,1449131
2026-06-05,83508,1449131
2026-06-06,83508,1449131
2026-06-08,83508,1449131
2026-06-09,83508,1449131
2026-06-10,83508,1449131
2026-06-11,83508,1449131
2026-06-12,83508,1449131
2026-06-13,83508,1449131
2026-06-15,83508,1449131
2026-06-16,83508,1449131
2026-06-17,83508,1449131
2026-06-18,83508,1449131
2026-06-19,83508,1449132
2026-06-21,83508,1449132
2026-06-22,83508,1449132
2026-06-23,83508,1449132
2026-06-24,83508,1449132
2026-06-25,83508,1449132
2026-06-26,83508,1449132
2026-06-27,83508,1449132
2026-06-29,83508,1449132
2026-07-01,83510,1449132
2026-07-02,83510,1449132
2026-07-03,83510,1449132
2026-07-04,83510,1449132
2026-07-06,83510,1449132
2026-07-07,83510,1449132
2026-07-08,83510,1449132
2026-07-09,83510,1449132
2026-07-10,83510,1449132
2026-07-11,83510,1449132
2026-07-13,83510,1449132
2026-07-14,83510,1449132
2026-07-15,83510,1449132
2026-07-16,83510,1449132
2026-07-17,83510,1449132
2026-07-18,83510,1449132
2026-07-19,83510,1449132
2026-07-20,83510,1449132
2026-07-21,83510,1449132
2026-07-22,83510,1449132
2026-07-23,83510,1449132
2026-07-24,83510,1449132
2026-07-25,83510,1449132
2026-07-27,83510,1449132
2026-07-28,83510,1449132
2026-07-29,83510,1449132
2026-07-30,83510,1449132
2026-07-31,83510,1449132
2026-08-01,83510,1449132
2026-08-03,83510,1449132
2026-08-04,83511,1449133
2026-08-05,83511,1449133
