date,asset_downloads,sha512sum_downloads
2025-10-25,15875,33
2025-10-26,15877,33
2025-10-27,15878,33
2025-10-28,15879,33
2025-10-29,15880,33
2025-10-30,15881,33
2025-10-31,15882,33
2025-11-01,15885,33
2025-11-02,15886,33
2025-11-03,15887,33
2025-11-04,15888,33
2025-11-05,15889,33
2025-11-06,15890,33
2025-11-07,15891,33
2025-11-08,15892,33
2025-11-09,15893,33
2025-11-10,15894,33
2025-11-11,15895,33
2025-11-12,15896,33
2025-11-13,15897,33
2025-11-14,15898,33
2025-11-15,15899,33
2025-11-16,15900,33
2025-11-17,15901,33
2025-11-18,15903,33
2025-11-19,15904,33
2025-11-20,15905,33
2025-11-21,15906,33
2025-11-22,15907,33
2025-11-23,15908,33
2025-11-24,15909,33
2025-11-25,15910,33
2025-11-26,15911,33
2025-11-27,15913,33
2025-11-28,15914,33
2025-11-29,15915,33
2025-11-30,15915,33
2025-12-01,15916,33
2025-12-02,15917,33
2025-12-03,15918,34
2025-12-04,15919,34
2025-12-05,15920,34
2025-12-06,15921,34
2025-12-07,15922,34
2025-12-08,15923,34
2025-12-09,15924,34
2025-12-10,15925,34
2025-12-11,15926,34
2025-12-12,15927,34
2025-12-13,15928,34
2025-12-14,15929,34
2025-12-15,15930,34
2025-12-16,15931,34
2025-12-17,15932,34
2025-12-18,15933,34
2025-12-19,15934,34
2025-12-20,15935,34
2025-12-21,15936,34
2025-12-22,15937,34
2025-12-23,15938,34
2025-12-24,15939,34
2025-12-25,15940,34
2025-12-26,15941,34
2025-12-27,15942,34
2025-12-28,15943,34
2025-12-29,15944,34
2025-12-30,15945,34
2025-12-31,15946,34
2026-01-01,15947,34
2026-01-02,15948,34
2026-01-03,15949,34
2026-01-04,15950,34
2026-01-05,15951,34
2026-01-06,15952,34
2026-01-07,15954,35
2026-01-08,15955,35
2026-01-09,15956,35
2026-01-10,15957,35
2026-01-11,15962,35
2026-01-12,15964,35
2026-01-13,15965,35
2026-01-14,15966,35
2026-01-15,15967,35
2026-01-16,15967,35
2026-01-17,15969,35
2026-01-18,15970,35
2026-01-19,15971,35
2026-01-20,15972,35
2026-01-21,15973,35
2026-01-22,15974,35
2026-01-23,15976,35
2026-01-24,15977,35
2026-01-25,15978,35
2026-01-26,15980,36
2026-01-27,15981,36
2026-01-28,15982,36
2026-01-29,15983,36
2026-01-30,15985,37
2026-01-31,15986,37
2026-02-01,15987,37
2026-02-02,15988,37
2026-02-03,15990,38
2026-02-04,15991,38
2026-02-05,15992,38
2026-02-06,15993,39
2026-02-07,15994,39
2026-02-08,15995,39
2026-02-09,15996,39
2026-02-10,15997,39
2026-02-15,16004,39
2026-02-16,16005,39
2026-02-17,16006,39
2026-02-18,16007,39
2026-02-19,16008,39
2026-02-20,16009,39
2026-02-21,16010,39
2026-02-22,16011,39
2026-02-23,16012,39
2026-02-24,16013,39
2026-02-25,16014,39
2026-02-26,16015,39
2026-02-27,16016,39
2026-02-28,16017,39
2026-03-01,16018,39
2026-03-02,16019,39
2026-03-03,16020,39
2026-03-04,16021,39
2026-03-05,16022,39
2026-03-06,16023,39
2026-03-07,16024,39
2026-03-08,16025,39
2026-03-09,16026,39
2026-03-10,16027,39
2026-03-11,16028,39
2026-03-12,16029,39
2026-03-13,16029,39
2026-03-14,16030,39
2026-03-15,16031,39
2026-03-16,16032,39
2026-03-17,16033,39
2026-03-18,16033,39
2026-03-19,16033,39
2026-03-20,16034,39
2026-03-21,16035,39
2026-03-22,16035,39
2026-03-23,16036,39
2026-03-24,16037,39
2026-03-25,16038,39
2026-03-26,16044,39
2026-03-27,16045,39
2026-03-28,16046,39
2026-03-29,16047,39
2026-03-30,16048,39
2026-03-31,16049,39
2026-04-01,16050,39
2026-04-02,16051,39
2026-04-03,16052,39
2026-04-04,16053,39
2026-04-05,16054,39
2026-04-06,16055,39
2026-04-07,16056,39
2026-04-08,16057,39
2026-04-09,16058,39
2026-04-10,16061,39
2026-04-11,16063,39
2026-04-12,16064,39
2026-04-13,16065,39
2026-04-14,16066,39
2026-04-15,16067,39
2026-04-16,16068,39
2026-04-17,16069,39
2026-04-18,16070,39
2026-04-19,16071,39
2026-04-20,16072,39
2026-04-21,16073,39
2026-04-22,16075,39
2026-04-23,16076,39
2026-04-24,16077,39
2026-04-25,16077,39
2026-04-26,16077,39
2026-04-27,16077,39
2026-04-28,16079,39
2026-04-29,16080,39
2026-04-30,16081,39
2026-05-01,16082,39
2026-05-02,16083,39
2026-05-03,16084,39
2026-05-04,16085,39
2026-05-05,16086,39
2026-05-06,16087,39
2026-05-07,16088,39
2026-05-08,16089,39
2026-05-09,16090,39
2026-05-11,16092,39
2026-05-12,16093,39
2026-05-13,16094,39
2026-05-14,16095,39
2026-05-15,16096,39
2026-05-16,16097,39
2026-05-18,16098,39
2026-05-19,16100,39
2026-05-21,16102,39
2026-05-22,16104,39
2026-05-23,16105,39
2026-05-25,16107,39
2026-05-27,16110,39
2026-05-28,16111,39
2026-05-29,16113,39
2026-05-30,16114,39
2026-06-01,16115,40
2026-06-02,16116,40
2026-06-03,16117,40
2026-06-04,16119,40
2026-06-05,16122,40
2026-06-06,16124,40
2026-06-08,16128,40
2026-06-09,16131,40
2026-06-10,16134,40
2026-06-11,16136,40
2026-06-12,16140,40
2026-06-13,16142,40
